,Open,High,Low,Close,Volume,Turnover
19-Mar-2019,    29702.60,    29799.75,    29547.70,    29767.85,      222296391,         5295.30
20-Mar-2019,    29769.65,    29885.20,    29633.50,    29832.20,      194921072,         5196.81
22-Mar-2019,    29920.75,    30008.10,    29508.70,    29582.50,      219823784,         6622.27
25-Mar-2019,    29329.40,    29329.40,    29156.25,    29281.20,      132018394,         3876.07
26-Mar-2019,    29300.40,    29950.15,    29278.50,    29882.15,      131212876,         4159.59
27-Mar-2019,    30034.15,    30262.55,    29790.25,    30019.80,      260544922,         8006.30
28-Mar-2019,    30064.80,    30496.05,    29969.10,    30420.55,      292110701,         9523.90
29-Mar-2019,    30480.35,    30499.15,    30235.90,    30426.80,      219687116,         6217.73
01-Apr-2019,    30537.60,    30648.10,    30218.35,    30326.50,      224440509,         5594.91
02-Apr-2019,    30450.10,    30452.90,    30155.85,    30354.25,      196482019,         5205.38
03-Apr-2019,    30440.85,    30602.55,    30036.25,    30093.30,      193071867,         5203.95
04-Apr-2019,    30147.30,    30245.70,    29809.90,    29904.90,      199631082,         5460.27
05-Apr-2019,    30002.85,    30174.00,    29850.00,    30084.65,      154141037,         4130.84
08-Apr-2019,    30201.50,    30232.05,    29716.60,    29845.30,      147201421,         3687.89
09-Apr-2019,    29901.50,    30165.05,    29703.55,    30113.85,      165462138,         4788.34
10-Apr-2019,    29916.60,    30155.75,    29768.10,    29803.50,      165250173,         9946.96
11-Apr-2019,    29841.85,    29852.25,    29640.25,    29786.10,      108247929,         3168.46
12-Apr-2019,    29780.55,    30000.95,    29707.00,    29938.55,      104858970,         3137.74
15-Apr-2019,    29983.50,    30163.10,    29919.10,    30104.25,       90613632,         3071.18
16-Apr-2019,    30236.25,    30590.95,    30228.20,    30531.35,      117822281,         4223.74
18-Apr-2019,    30656.50,    30669.80,    30142.20,    30223.40,      141697748,         4610.68
22-Apr-2019,    30282.50,    30289.90,    29647.55,    29687.95,      132778018,         4647.04
23-Apr-2019,    29761.95,    29906.50,    29455.45,    29479.70,      145857126,         4502.93
24-Apr-2019,    29550.50,    29914.85,    29435.05,    29860.80,      129529258,         4477.27
25-Apr-2019,    29927.05,    30057.70,    29511.95,    29561.35,      201016367,         6526.09
26-Apr-2019,    29764.85,    30048.20,    29563.15,    30013.50,      158188658,         5736.29
30-Apr-2019,    29920.40,    29920.40,    29550.05,    29764.80,      362563145,         9257.75
02-May-2019,    29699.80,    29919.35,    29638.80,    29708.60,      242309997,         6830.49
03-May-2019,    29811.65,    30121.75,    29795.10,    29954.15,      181379119,         5248.10
06-May-2019,    29626.50,    29757.40,    29528.60,    29618.45,      188230212,         4787.11
07-May-2019,    29749.55,    29835.50,    29244.25,    29288.20,      180581999,         5340.05
08-May-2019,    29261.30,    29261.30,    28951.35,    28994.40,      179421775,         4926.02
09-May-2019,    28893.95,    29040.30,    28784.65,    28884.60,      206029474,         5196.87
10-May-2019,    28927.60,    29202.85,    28900.10,    29040.50,      223514610,         6070.63
13-May-2019,    29026.65,    29049.05,    28621.10,    28659.95,      253600119,         5356.35
14-May-2019,    28718.75,    29058.30,    28582.60,    28829.20,      256593306,         6110.47
15-May-2019,    28925.45,    28983.15,    28555.15,    28616.45,      218778407,         5126.91
16-May-2019,    28625.90,    28947.60,    28525.45,    28855.30,      189440058,         4501.11
17-May-2019,    28881.40,    29559.45,    28856.00,    29450.15,      257111157,         6489.10
20-May-2019,    30230.40,    30827.85,    30111.20,    30759.70,      321102950,         9217.22
21-May-2019,    30862.10,    30926.70,    30265.10,    30308.40,      216423886,         5968.41
22-May-2019,    30410.65,    30675.10,    30268.60,    30526.80,      224425509,         7602.50
23-May-2019,    30962.80,    31705.00,    30292.35,    30409.10,      494083740,        14547.69
24-May-2019,    30685.50,    31275.40,    30564.40,    31212.55,      282765890,         7946.04
27-May-2019,    31234.90,    31700.75,    31142.50,    31647.65,      239161158,         6533.11
28-May-2019,    31711.30,    31712.40,    31328.60,    31597.90,      297603975,         6998.27
29-May-2019,    31459.25,    31546.75,    31257.90,    31295.55,      205161779,         5053.90
30-May-2019,    31256.85,    31619.25,    31236.10,    31537.10,      202699071,         5776.18
31-May-2019,    31678.90,    31783.60,    30623.05,    31375.40,      230847583,         7113.52
03-Jun-2019,    31406.05,    31674.60,    31284.70,    31653.65,      160090476,         4443.90
04-Jun-2019,    31532.90,    31752.70,    31512.95,    31589.05,      172424592,         4627.37
06-Jun-2019,    31523.95,    31541.50,    30800.80,    30857.40,      283140588,         7895.98
07-Jun-2019,    30943.15,    31139.60,    30627.05,    31066.55,      215267224,         5593.78
10-Jun-2019,    31259.20,    31367.40,    30861.30,    31034.00,      208614002,         4870.64
11-Jun-2019,    31172.25,    31399.35,    30973.35,    31265.45,      188115329,         4371.70
12-Jun-2019,    31219.30,    31222.30,    30911.45,    30965.70,      143703508,         3787.08
13-Jun-2019,    30876.75,    31036.90,    30638.25,    30976.10,      341891022,         7587.55
14-Jun-2019,    30983.45,    31032.65,    30508.95,    30614.35,      255356460,         6366.06
17-Jun-2019,    30652.00,    30684.05,    30249.40,    30273.25,      184466679,         5401.37
18-Jun-2019,    30299.45,    30550.65,    30222.85,    30351.00,      241865592,         6147.16
19-Jun-2019,    30526.50,    30699.15,    30242.00,    30362.10,      252889076,         5825.47
20-Jun-2019,    30390.20,    30824.55,    30220.70,    30781.10,      293131675,         6983.33
21-Jun-2019,    30804.95,    30804.95,    30541.50,    30628.35,      238841807,         6101.47
24-Jun-2019,    30680.95,    30783.65,    30528.00,    30602.05,      165301524,         4081.42
25-Jun-2019,    30567.65,    30913.25,    30451.40,    30847.05,      145143905,         4155.46
26-Jun-2019,    30809.20,    31202.70,    30766.65,    31162.35,0,0.00
27-Jun-2019,    31192.10,    31490.60,    31158.80,    31269.50,      231102423,         7463.55
28-Jun-2019,    31281.00,    31308.90,    31060.60,    31105.20,      223608802,         5576.56
01-Jul-2019,    31271.00,    31450.35,    31246.45,    31372.20,      133169266,         3607.35
02-Jul-2019,    31414.65,    31431.35,    31105.10,    31283.30,      233874612,         4640.78
03-Jul-2019,    31347.70,    31467.15,    31238.50,    31382.30,      224146516,         4953.49
04-Jul-2019,    31471.00,    31608.35,    31428.05,    31471.85,      242985504,         5416.41
05-Jul-2019,    31523.05,    31660.75,    31323.25,    31475.80,      384291668,         7011.16
08-Jul-2019,    31346.85,    31370.40,    30536.75,    30603.85,      390494875,         6895.32
09-Jul-2019,    30533.40,    30702.10,    30346.70,    30569.15,      259250655,         5474.22
10-Jul-2019,    30618.05,    30728.35,    30428.60,    30522.10,      184326854,         4611.79
11-Jul-2019,    30707.00,    30788.05,    30565.35,    30716.55,      173564485,         4583.76
12-Jul-2019,    30789.75,    30870.95,    30548.30,    30601.45,      156245254,         5095.02
15-Jul-2019,    30688.85,    30695.70,    30334.20,    30445.95,      223023061,         4915.44
16-Jul-2019,    30532.65,    30635.00,    30429.90,    30570.80,      369337661,         6823.01
17-Jul-2019,    30622.25,    30799.70,    30568.30,    30735.50,      367511522,         7421.74
18-Jul-2019,    30705.80,    30769.35,    30378.60,    30430.60,      352029779,         6272.10
19-Jul-2019,    30515.10,    30543.75,    29705.75,    29770.35,      287392672,         6710.70
22-Jul-2019,    29617.05,    29635.15,    29194.10,    29284.95,      350333275,         7453.00
23-Jul-2019,    29342.45,    29365.80,    29078.15,    29128.10,      333503030,         7830.82
24-Jul-2019,    29085.45,    29252.40,    28871.00,    28952.25,      244078618,         5657.91
25-Jul-2019,    28981.05,    29240.80,    28931.05,    29043.05,      296560592,         6680.01
26-Jul-2019,    29062.50,    29379.10,    28994.50,    29325.30,      383572807,         6093.26
29-Jul-2019,    29583.45,    29592.95,    29104.85,    29295.90,      303508229,         6738.65
30-Jul-2019,    29434.85,    29530.30,    28737.80,    28791.60,      301282413,         7641.56
31-Jul-2019,    28575.45,    28979.75,    28529.75,    28876.00,      346506962,        10237.68
01-Aug-2019,    28660.50,    28819.70,    28047.35,    28367.25,      282236909,         7707.97
02-Aug-2019,    28224.25,    28544.55,    27936.35,    28204.95,      319929406,         8849.25
05-Aug-2019,    27841.20,    27866.55,    27389.50,    27648.05,      334367503,         7912.63
06-Aug-2019,    27518.50,    28148.40,    27503.90,    28022.10,      291001441,         7032.30
07-Aug-2019,    28053.85,    28175.55,    27641.85,    27702.05,      353400945,         7335.22
08-Aug-2019,    27840.10,    28227.55,    27531.05,    28110.45,      303596759,         7133.44
09-Aug-2019,    28293.65,    28602.75,    28251.75,    28431.90,      336826632,         7347.48
13-Aug-2019,    28356.80,    28358.85,    27683.50,    27729.10,      335809590,         5984.53
14-Aug-2019,    27885.50,    28107.05,    27726.65,    28019.20,      290413445,         5104.33
16-Aug-2019,    27920.30,    28251.05,    27720.95,    28217.00,      274020219,         5157.25
19-Aug-2019,    28331.25,    28468.90,    28146.50,    28186.10,      241810912,         4525.25
20-Aug-2019,    28163.55,    28215.40,    27839.65,    27982.45,      288236399,         5073.04
21-Aug-2019,    28021.00,    28098.90,    27666.20,    27719.05,      358841104,         5315.64
22-Aug-2019,    27690.05,    27690.05,    26975.55,    27034.20,      465070847,         6452.46
23-Aug-2019,    26835.35,    27207.30,    26560.60,    26958.65,      485538647,         7843.57
26-Aug-2019,    27663.95,    27995.25,    26859.35,    27951.35,      519219181,         8927.81
27-Aug-2019,    28106.30,    28277.70,    27960.80,    28126.15,      386839458,         7802.00
28-Aug-2019,    28080.25,    28095.55,    27634.65,    27804.30,      384111651,         6674.30
29-Aug-2019,    27694.95,    27719.05,    27239.95,    27305.20,      377438481,         7339.26
30-Aug-2019,    27407.90,    27586.50,    27121.95,    27427.85,      427077225,         8056.50
03-Sep-2019,    27239.20,    27247.05,    26742.60,    26824.15,      392427883,         6171.33
04-Sep-2019,    26785.95,    27278.70,    26641.35,    27123.85,      309520214,         5990.87
05-Sep-2019,    27086.95,    27243.95,    26815.40,    26919.70,      327083693,         5826.31
06-Sep-2019,    26986.50,    27311.05,    26950.55,    27247.90,      251986487,         4874.57
09-Sep-2019,    27240.35,    27565.55,    26993.90,    27504.65,      286110458,         5197.20
11-Sep-2019,    27639.05,    27829.65,    27551.65,    27776.20,      467414755,         6677.77
12-Sep-2019,    27870.80,    28062.30,    27764.70,    27818.50,      377820739,         6469.22
13-Sep-2019,    27772.00,    28126.85,    27573.45,    28098.75,      438497830,         6752.69
16-Sep-2019,    27868.00,    28066.70,    27798.85,    27855.00,      234062573,         4463.98
17-Sep-2019,    27765.10,    27851.40,    27047.95,    27131.75,      277762547,         5449.45
18-Sep-2019,    27304.70,    27414.45,    27088.80,    27172.65,      307775512,         5314.41
19-Sep-2019,    27175.45,    27175.45,    26643.00,    26757.65,      450436905,         6050.19
20-Sep-2019,    26878.65,    29418.95,    26727.55,    28981.55,      844582360,        18185.99
23-Sep-2019,    30039.40,    30801.30,    29776.30,    30566.20,      552171387,        14401.90
24-Sep-2019,    30432.00,    30668.10,    29889.55,    30183.10,      348810197,         8157.62
25-Sep-2019,    30029.05,    30067.60,    29470.10,    29586.05,      352814285,         8112.37
26-Sep-2019,    29640.55,    30718.35,    29627.00,    30002.60,      540435004,        11367.60
27-Sep-2019,    29974.95,    30112.65,    29711.35,    29876.65,      464096458,         7011.82
30-Sep-2019,    29674.80,    29754.40,    28943.45,    29103.15,      580252025,         9447.47
01-Oct-2019,    29226.15,    29526.40,    28077.35,    28725.50,     1187313940,        15321.69
03-Oct-2019,    28606.70,    28769.10,    28240.80,    28414.10,      825756750,        10519.65
04-Oct-2019,    28681.90,    28730.30,    27653.70,    27731.85,      732719135,         9504.35
07-Oct-2019,    27909.90,    28185.15,    27568.35,    27767.55,      554307096,         8314.79
09-Oct-2019,    27901.65,    28857.70,    27702.05,    28785.85,      574832720,         8826.87
10-Oct-2019,    28542.95,    28552.75,    27914.15,    28013.45,      381151128,         6867.09
11-Oct-2019,    28245.55,    28604.05,    27736.80,    28042.50,      558917279,         8470.43
14-Oct-2019,    28238.50,    28553.40,    28043.25,    28181.95,      387660772,         5919.07
15-Oct-2019,    28257.85,    28694.85,    28186.25,    28555.10,      350926458,         5599.17
16-Oct-2019,    28689.45,    28759.35,    28305.40,    28538.80,      400383734,         6136.08
17-Oct-2019,    28596.35,    29049.05,    28487.95,    28989.45,      617849861,         7434.75
18-Oct-2019,    28954.80,    29249.50,    28864.10,    29120.25,      605170183,         7459.77
22-Oct-2019,    29416.25,    29690.00,    29231.20,    29411.15,      582221306,         8753.58
23-Oct-2019,    29478.85,    29643.80,    29214.05,    29459.60,      497765615,         8082.30
24-Oct-2019,    29604.35,    29693.25,    28994.20,    29107.95,      439980796,         7551.17
25-Oct-2019,    29228.65,    29452.10,    28923.80,    29395.95,0,0.00
27-Oct-2019,    29605.40,    29644.45,    29446.80,    29516.30,      110013856,         1489.52
29-Oct-2019,    29527.60,    29997.65,    29385.45,    29873.05,      567556033,         8794.15
